Donor,Acceptor,Donor Smiles,Acceptor Smiles,Donor_can_smiles,Acceptor_can_smiles,PCE
PTPD2T,ITIC,CC(S1)=C2C(C(N(CC(CCCC)CC)C2=O)=O)=C1C3=C(CCCCCCCCCCCC)C=C(C4=CC(CCCCCCCCCCCC)=C(C)C4)S3,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCCCCCCCCCC1=C(C)CC(=C1)c1cc(c(s1)c1sc(c2c1C(=O)N(C2=O)CC(CCCC)CC)C)CCCCCCCCCCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,7
PTPDBDT,ITIC,CC1=CC2=C(C3=CC=C(CC(CCCC)CC)S3)C4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C2S1)C=C(C6=C(C(N(CCCCCCCC)C7=O)=O)C7=C(C)S6)S4,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1sc2c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c2c2ccc(s2)CC(CCCC)CC)cc(s1)C)C,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,5.4
PBDB-T,BT-IC4F,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,FC1=CC2=C(C(C(/C2=C([N+]#[C-])\C#N)=C\C3=CC4=C(C(SC(C5=CC=C(C6=CC(C7(CC(CC)CCCC)CC(CC)CCCC)=C(S6)C8=C7C=C(S8)/C=C(/C9=C([N+]#[C-])\C#N)C(C%10=C9C=C(F)C(F)=C%10)=O)C%11=NSN=C5%11)=C%12)=C%12C4(CC(CC)CCCC)CC(CC)CCCC)S3)=O)C=C1F,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCC(CC1(CC(CCCC)CC)c2cc(sc2c2c1cc(s2)/C=C/1\C(=O)c2c(\C1=C(/[N+]#[C-])\C#N)cc(c(c2)F)F)c1ccc(c2c1nsn2)c1sc2c(c1)C(c1c2sc(c1)/C=C/1\C(=O)c2c(\C1=C(/[N+]#[C-])\C#N)cc(c(c2)F)F)(CC(CCCC)CC)CC(CCCC)CC)CC,9.83
PBDB-T,BT2F-IC4F,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,FC1=CC2=C(C(C(/C2=C([N+]#[C-])\C#N)=C\C3=CC4=C(C(SC(C5=C(F)C(F)=C(C6=NSN=C56)C7=CC(C8(CC(CC)CCCC)CC(CC)CCCC)=C(S7)C9=C8C=C(S9)/C=C(/C%10=C([N+]#[C-])\C#N)C(C%11=C%10C=C(F)C(F)=C%11)=O)=C%12)=C%12C4(CC(CC)CCCC)CC(CC)CCCC)S3)=O)C=C1F,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCC(CC1(CC(CCCC)CC)c2cc(sc2c2c1cc(s2)/C=C/1\C(=O)c2c(\C1=C(/[N+]#[C-])\C#N)cc(c(c2)F)F)c1c(F)c(F)c(c2c1nsn2)c1sc2c(c1)C(c1c2sc(c1)/C=C/1\C(=O)c2c(\C1=C(/[N+]#[C-])\C#N)cc(c(c2)F)F)(CC(CCCC)CC)CC(CCCC)CC)CC,8.45
PBDB-T,BTOR-IC4F,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,FC1=CC2=C(C(C(/C2=C([N+]#[C-])\C#N)=C\C3=CC4=C(C(SC(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=NSN=C56)C7=CC(C8(CC(CC)CCCC)CC(CC)CCCC)=C(S7)C9=C8C=C(S9)/C=C(/C%10=C([N+]#[C-])\C#N)C(C%11=C%10C=C(F)C(F)=C%11)=O)=C%12)=C%12C4(CC(CC)CCCC)CC(CC)CCCC)S3)=O)C=C1F,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCCCOc1c(c2sc3c(c2)C(c2c3sc(c2)/C=C/2\C(=O)c3c(\C2=C(/[N+]#[C-])\C#N)cc(c(c3)F)F)(CC(CCCC)CC)CC(CCCC)CC)c2nsnc2c(c1OCCCCCCCC)c1sc2c(c1)C(c1c2sc(c1)/C=C/1\C(=O)c2c(\C1=C(/[N+]#[C-])\C#N)cc(c(c2)F)F)(CC(CCCC)CC)CC(CCCC)CC,11.48
PTB7-Th,IOTIC,O=C(C1=C(C2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)F)OCC(CCCC)CC,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(OCC(CCCC)CC)=C(C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=CC(CCCCCC)=CC=C6)C7=C8C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC(CCCCCC)=CC=C%10)C%11=C%12SC(C(S%13)=C(OCC(CCCC)CC)C=C%13/C=C%14/C(C(C=CC=C%15)=C%15C%14=O)=C(C#N)\C#N)=C%11)C%12=C7)=C8S4)S3)=C(C#N)/C#N,CCCCC(COC(=O)c1sc2c(c1F)c(sc2c1sc2c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c2c2ccc(s2)CC(CCCC)CC)cc(s1)C)C)CC,CCCCCCc1cccc(c1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(c1ccc(cc1)CCCCCC)c1cccc(c1)CCCCCC)c1sc(cc1OCC(CCCC)CC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)c1sc(cc1OCC(CCCC)CC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,6
PTB7-Th,IOTIC-2F,O=C(C1=C(C2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)F)OCC(CCCC)CC,O=C1C2=C(C=C(F)C=C2)C(/C1=C/C3=CC(OCC(CCCC)CC)=C(C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=CC(CCCCCC)=CC=C6)C7=C8C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC(CCCCCC)=CC=C%10)C%11=C%12SC(C(S%13)=C(OCC(CCCC)CC)C=C%13/C=C%14/C(C(C=C(F)C=C%15)=C%15C%14=O)=C(C#N)\C#N)=C%11)C%12=C7)=C8S4)S3)=C(C#N)/C#N,CCCCC(COC(=O)c1sc2c(c1F)c(sc2c1sc2c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c2c2ccc(s2)CC(CCCC)CC)cc(s1)C)C)CC,CCCCCCc1cccc(c1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(c1ccc(cc1)CCCCCC)c1cccc(c1)CCCCCC)c1sc(cc1OCC(CCCC)CC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)F)c1sc(cc1OCC(CCCC)CC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)F,7.2
PTB7-Th,IOTIC-4F,O=C(C1=C(C2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)F)OCC(CCCC)CC,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(OCC(CCCC)CC)=C(C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=CC(CCCCCC)=CC=C6)C7=C8C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC(CCCCCC)=CC=C%10)C%11=C%12SC(C(S%13)=C(OCC(CCCC)CC)C=C%13/C=C%14/C(C(C=C(F)C(C)=C%15)=C%15C%14=O)=C(C#N)\C#N)=C%11)C%12=C7)=C8S4)S3)=C(C#N)/C#N,CCCCC(COC(=O)c1sc2c(c1F)c(sc2c1sc2c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c2c2ccc(s2)CC(CCCC)CC)cc(s1)C)C)CC,CCCCCCc1ccc(cc1)C1(c2cccc(c2)CCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)c1sc(cc1OCC(CCCC)CC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)C)(c1ccc(cc1)CCCCCC)c1cccc(c1)CCCCCC)c1sc(cc1OCC(CCCC)CC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,10.2
PBDB-TF,BTP-eC7,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,ClC(C(Cl)=C1)=CC2=C1C(/C(C2=O)=C/C3=C(CCCCCCC)C(S4)=C(S3)C5=C4C6=C(N5CC(CCCC)CCCCCC)C7=C(C(SC8=C9SC(/C=C%10/C(C(C=C(Cl)C(Cl)=C%11)=C%11C%10=O)=C([N+]#[C-])\C#N)=C8CCCCCCC)=C9N7CC(CCCC)CCCCCC)C%12=NSN=C6%12)=C(C#N)/C#N,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCCc1c(/C=C\2/C(=C(C#N)C#N)c3c(C2=O)cc(c(c3)Cl)Cl)sc2c1sc1c2n(c2c1c1nsnc1c1c2n(CC(CCCCCC)CCCC)c2c1sc1c2sc(c1CCCCCCC)/C=C/1\C(=O)c2c(\C1=C(/[N+]#[C-])\C#N)cc(c(c2)Cl)Cl)CC(CCCCCC)CCCC,14.9
PBDB-TF,BTP-eC9,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,CCCCCCC(CCCC)CN(C1=C2SC3=C1SC(/C=C4C(C(C=C(Cl)C(Cl)=C5)=C5C/4=C(C#N)/C#N)=O)=C3CCCCCCCCC)C6=C2C7=NSN=C7C8=C6N(CC(CCCC)CCCCCC)C9=C8SC%10=C9SC(/C=C%11/C(C(C=C(Cl)C(Cl)=C%12)=C%12C%11=O)=C([N+]#[C-])\C#N)=C%10CCCCCCCCC,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCCCCc1c(/C=C/2\C(=C(C#N)C#N)c3c(C2=O)cc(c(c3)Cl)Cl)sc2c1sc1c2n(c2c1c1nsnc1c1c2n(CC(CCCCCC)CCCC)c2c1sc1c2sc(c1CCCCCCCCC)/C=C/1\C(=O)c2c(\C1=C(/[N+]#[C-])\C#N)cc(c(c2)Cl)Cl)CC(CCCCCC)CCCC,17.8
PBDB-TF,BTP-eC11,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,ClC(C(Cl)=C1)=CC2=C1C(/C(C2=O)=C/C3=C(CCCCCCCCCCC)C(S4)=C(S3)C5=C4C6=C(N5CC(CCCC)CCCCCC)C7=C(C(SC8=C9SC(/C=C%10/C(C(C=C(Cl)C(Cl)=C%11)=C%11C%10=O)=C([N+]#[C-])\C#N)=C8CCCCCCCCCCC)=C9N7CC(CCCC)CCCCCC)C%12=NSN=C6%12)=C(C#N)/C#N,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCCCCCCc1c(sc2c1sc1c2n(c2c1c1nsnc1c1c2n(CC(CCCCCC)CCCC)c2c1sc1c2sc(c1CCCCCCCCCCC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)Cl)Cl)CC(CCCCCC)CCCC)/C=C/1\C(=O)c2c(\C1=C(/[N+]#[C-])\C#N)cc(c(c2)Cl)Cl,16.9
PBDB-T,ITIC,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,9.1
PBDB-T,IEICO-4F,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C1C2=C(C(/C1=C/C3=C(C(SC4=C5C(C6=CC(CCCCCC)=CC=C6)(C7=CC=C(C=C7)CCCCCC)C8=CC9=C(C(C%10=CC(CCCCCC)=CC=C%10)(C%11=C9SC%12=C%11SC(/C=C%13/C(C%14=C(C%13=O)C=C(F)C(F)=C%14)=C(C#N)\C#N)=C%12OCC(CC)CCCC)C%15=CC=C(C=C%15)CCCCCC)C=C48)=C5S3)OCC(CC)CCCC)=C(C#N)/C#N)C=C(F)C(F)=C2,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCc1cccc(c1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(c(c1s2)OCC(CCCC)CC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1cccc(c1)CCCCCC)sc(c5OCC(CCCC)CC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,7.59
PBT1-C,BTA3,O=C(C1=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C12)C3=C(C4=CC=CS4)SC(C(S5)=CC=C5C6=CC7=C(C8=CC=C(CC(CCCCCC)CCCC)C=C8)C(SC=C9)=C9C(C%10=CC=C(CC(CCCC)CCCCCC)C=C%10)=C7S6)=C3C2=O,O=C(/C(S/1)=C\C(C2=NN(CCCCCCCC)N=C23)=CC=C3C(S4)=CC5=C4C6=CC7=C(C=C6C5(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)C%10=C(C=C(C%11=CC=C(/C=C%12S/C(N(CC)C\%12=O)=C(C#N)\C#N)C%13=NN(CCCCCCCC)N=C%11%13)S%10)C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)\C#N,CCCCCCC(Cc1ccc(cc1)c1c2cc(sc2c(c2c1scc2)c1ccc(cc1)CC(CCCCCC)CCCC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1cccs1)CCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)c1ccc(c2c1nn(n2)CCCCCCCC)/C=c/1\sc(=C(C#N)C#N)n(c1=O)CC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1ccc(c2c1nn(n2)CCCCCCCC)/C=c\1/sc(=C(C#N)C#N)n(c1=O)CC,8.1
PBDB-T,BTA3,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C(/C(S/1)=C\C(C2=NN(CCCCCCCC)N=C23)=CC=C3C(S4)=CC5=C4C6=CC7=C(C=C6C5(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)C%10=C(C=C(C%11=CC=C(/C=C%12S/C(N(CC)C\%12=O)=C(C#N)\C#N)C%13=NN(CCCCCCCC)N=C%11%13)S%10)C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)\C#N,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)c1ccc(c2c1nn(n2)CCCCCCCC)/C=c/1\sc(=C(C#N)C#N)n(c1=O)CC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1ccc(c2c1nn(n2)CCCCCCCC)/C=c\1/sc(=C(C#N)C#N)n(c1=O)CC,7
PffBT2T-TT,O-IDTBR,FC(C(F)=C(C1=NSN=C12)C3=CC(CC(CCCCCCCCCCC)CCCCCCCCC)=C(S3)C4=CC5=C(C=C(C)S5)S4)=C2C6=CC(CC(CCCCCCCCCCC)CCCCCCCCC)=C(C)S6,CCCCCCCCC1(CCCCCCCC)C2=C(C=C(C(CCCCCCCC)(CCCCCCCC)C3=C4SC(C5=CC=C(/C=C6SC(N(CC)C\6=O)=S)C7=NSN=C75)=C3)C4=C2)C8=C1C=C(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C%119)S8,CCCCCCCCCCCC(Cc1cc(sc1C)c1c(F)c(F)c(c2c1nsn2)c1cc(c(s1)c1sc2c(c1)sc(c2)C)CC(CCCCCCCCCCC)CCCCCCCCC)CCCCCCCCC,CCCCCCCCC1(CCCCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)c1ccc(c2c1nsn2)/C=C/1\SC(=S)N(C1=O)CC)(CCCCCCCC)CCCCCCCC)c1ccc(c2c1nsn2)/C=C/1\SC(=S)N(C1=O)CC,10.1
J71,ZITI-S,FC1=C(C(S2)=CC=C2C3=CC4=C(S3)C(C5=CC=C([Si](CCC)(CCC)CCC)S5)=C6C(SC(C)=C6)=C4C7=CC=C([Si](CCC)(CCC)CCC)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=CS9)=C1F,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC4=C(S3)C5=CC(C(CC(CCCC)CCCCCC)(CC(CCCC)CCCCCC)C6=C7C(CC(CCCC)CCCCCC)(CC(CCCC)CCCCCC)C8=C6C=C(C9=C(S%10)C=C(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)S9)C%10=C8)=C7C=C5S4)=C(C#N)/C#N,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)c1sc3c(c1)c(c1ccc(s1)[Si](CCC)(CCC)CCC)c1c(c3c3ccc(s3)[Si](CCC)(CCC)CCC)cc(s1)C)c(c(c2c1cccs1)F)F)CCCCCC,CCCCCCC(CC1(CC(CCCCCC)CCCC)c2cc3c(cc2C2=C1c1cc4c(cc1C2(CC(CCCCCC)CCCC)CC(CCCCCC)CCCC)sc1c4sc(c1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(c(c2)F)F)sc1c3sc(c1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(c(c2)F)F)CCCC,9.12
J71,ZITI-C,FC1=C(C(S2)=CC=C2C3=CC4=C(S3)C(C5=CC=C([Si](CCC)(CCC)CCC)S5)=C6C(SC(C)=C6)=C4C7=CC=C([Si](CCC)(CCC)CCC)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=CS9)=C1F,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC4=C(S3)C5=CC(C(CC(CCCC)CCCCCC)(CC(CCCC)CCCCCC)C6=C7C(CC(CCCC)CCCCCC)(CC(CCCC)CCCCCC)C8=C6C=C(C9=C(C%10)C=C(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)S9)C%10=C8)=C7C=C5C4)=C(C#N)/C#N,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)c1sc3c(c1)c(c1ccc(s1)[Si](CCC)(CCC)CCC)c1c(c3c3ccc(s3)[Si](CCC)(CCC)CCC)cc(s1)C)c(c(c2c1cccs1)F)F)CCCCCC,CCCCCCC(CC1(CC(CCCCCC)CCCC)c2cc3c(cc2C2=C1c1cc4c(cc1C2(CC(CCCCCC)CCCC)CC(CCCCCC)CCCC)Cc1c4sc(c1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(c(c2)F)F)Cc1c3sc(c1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(c(c2)F)F)CCCC,13.18
J71,ZITI-N,FC1=C(C(S2)=CC=C2C3=CC4=C(S3)C(C5=CC=C([Si](CCC)(CCC)CCC)S5)=C6C(SC(C)=C6)=C4C7=CC=C([Si](CCC)(CCC)CCC)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=CS9)=C1F,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC4=C(S3)C5=CC(C(CC(CCCC)CCCCCC)(CC(CCCC)CCCCCC)C6=C7C(CC(CCCC)CCCCCC)(CC(CCCC)CCCCCC)C8=C6C=C(C9=C(N%10C)C=C(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)S9)C%10=C8)=C7C=C5N4C)=C(C#N)/C#N,CCCCCCCCC(Cn1nc2c(n1)c(c1ccc(s1)c1sc3c(c1)c(c1ccc(s1)[Si](CCC)(CCC)CCC)c1c(c3c3ccc(s3)[Si](CCC)(CCC)CCC)cc(s1)C)c(c(c2c1cccs1)F)F)CCCCCC,CCCCCCC(CC1(CC(CCCCCC)CCCC)c2cc3c4sc(cc4n(c3cc2C2=C1c1cc3c4sc(cc4n(c3cc1C2(CC(CCCCCC)CCCC)CC(CCCCCC)CCCC)C)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(c(c2)F)F)C)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(c(c2)F)F)CCCC,13.68
