Donor,Acceptor,Donor Smiles,Acceptor Smiles,Donor_can_smiles,Acceptor_can_smiles,PCE
PHT53,ITIC,CC1=CC2=C(S1)C(C3=CC(CC(CCCC)CC)=C(CCCCCC)S3)=C4C=C(C5=C(CCCCCCCC)C6=C(C=C(C7=C8C(C(N(CC(CCCCCCCC)CCCCCC)C8=O)=O)=C(C9=CC%10=C(C(CCCCCCCC)=C(S%10)C)S9)S7)S6)S5)SC4=C2C%11=CC(CC(CC)CCCC)=C(CCCCCC)S%11,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCCCCCC(CN1C(=O)c2c(C1=O)c(sc2c1sc2c(c1)sc(c2CCCCCCCC)C)c1sc2c(c1)sc(c2CCCCCCCC)c1sc2c(c1)c(c1cc(c(s1)CCCCCC)CC(CCCC)CC)c1c(c2c2cc(c(s2)CCCCCC)CC(CCCC)CC)cc(s1)C)CCCCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,8.05
P1,ITIC-m,CC(S1)CC2=C1C(SC(C3=CC(C(C=C(C)S4)=C4C5=C6C=C(CCCCCCCCCCCC)S5)=C6S3)C7)=C7C8=C2C=C9C(N(CC(CCCCCCCC)CCCCCCCCCC)C(N9CC(CCCCCCCCCC)CCCCCCCC)=O)=C8,O=C1C2=C(C(/C1=C/C3=CC(SC4=C5C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CC9=C(C(C%10=CC=C(C=C%10)CCCCCC)(C%11=C9SC%12=C%11SC(/C=C%13/C(C%14=C(C%13=O)C=CC(C)=C%14)=C(C#N)\C#N)=C%12)C%15=CC=C(C=C%15)CCCCCC)C=C48)=C5S3)=C(C#N)/C#N)C=C(C)C=C2,CCCCCCCCCCCCc1sc2c(c1)c1sc(cc1c1c2sc(c1)C)C1Sc2c(C1)c1cc3n(CC(CCCCCCCCCC)CCCCCCCC)c(=O)n(c3cc1c1c2SC(C1)C)CC(CCCCCCCCCC)CCCCCCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)C)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)C,9.62
P2,ITIC-m,CC(S1)CC2=C1C(SC(C3=CC(C(C=C(C)S4)=C4C5=CC(CCCCCCCC)=C(CCCCCCCC)C=C65)=C6S3)C7)=C7C8=C2C=C9C(N(CC(CCCCCCCC)CCCCCCCCCC)C(N9CC(CCCCCCCCCC)CCCCCCCC)=O)=C8,O=C1C2=C(C(/C1=C/C3=CC(SC4=C5C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CC9=C(C(C%10=CC=C(C=C%10)CCCCCC)(C%11=C9SC%12=C%11SC(/C=C%13/C(C%14=C(C%13=O)C=CC(C)=C%14)=C(C#N)\C#N)=C%12)C%15=CC=C(C=C%15)CCCCCC)C=C48)=C5S3)=C(C#N)/C#N)C=C(C)C=C2,CCCCCCCCCCC(Cn1c2cc3c4CC(Sc4c4c(c3cc2n(c1=O)CC(CCCCCCCCCC)CCCCCCCC)CC(S4)C)c1cc2c(s1)c1cc(CCCCCCCC)c(cc1c1c2cc(s1)C)CCCCCCCC)CCCCCCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)C)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)C,12.84
PM6,L8-BO,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,FC1=CC2=C(C(C(/C2=C(C#N)/C#N)=C\C3=C(CC(CCCCCC)CCCC)C4=C(C(N(CC(CCCC)CC)C5=C6C7=NSN=C7C8=C5N(CC(CCCC)CC)C9=C8SC%10=C9SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C%10CC(CCCCCC)CCCC)=C6S4)S3)=O)C=C1F,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCC(Cc1c(/C=C\2/C(=C(C#N)C#N)c3c(C2=O)cc(c(c3)F)F)sc2c1sc1c2n(c2c1c1nsnc1c1c2n(CC(CCCC)CC)c2c1sc1c2sc(c1CC(CCCCCC)CCCC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)CC(CCCC)CC)CCCC,18.32
PBDTT-DPP,IEICO-4F,CC1=CC=C(S1)C(N(CC(CCCC)CCCCCC)C2=O)=C3C2=C(C4=CC=C(C5=CC(C(C6=CC=C(CC(CC)CCCC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(CC(CC)CCCC)S9)=C8S5)S4)N(CC(CCCC)CCCCCC)C3=O,O=C1C2=C(C(/C1=C/C3=C(C(SC4=C5C(C6=CC(CCCCCC)=CC=C6)(C7=CC=C(C=C7)CCCCCC)C8=CC9=C(C(C%10=CC(CCCCCC)=CC=C%10)(C%11=C9SC%12=C%11SC(/C=C%13/C(C%14=C(C%13=O)C=C(F)C(F)=C%14)=C(C#N)\C#N)=C%12OCC(CC)CCCC)C%15=CC=C(C=C%15)CCCCCC)C=C48)=C5S3)OCC(CC)CCCC)=C(C#N)/C#N)C=C(F)C(F)=C2,CCCCCCC(Cn1c(=O)c2c(c1c1ccc(s1)c1sc3c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c3c3ccc(s3)CC(CCCC)CC)cc(s1)C)c(=O)n(c2c1ccc(s1)C)CC(CCCCCC)CCCC)CCCC,CCCCCCc1cccc(c1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(c(c1s2)OCC(CCCC)CC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1cccc(c1)CCCCCC)sc(c5OCC(CCCC)CC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,8.14
D18,Y6,CC(S1)=C(CC(CCCC)CCCCCC)C=C1C2=CC(C3=NSN=C34)=C(S2)C5=C4C=C(S5)C6=CC(CC(CCCC)CCCCCC)=C(C(SC7=C(C8=C9SC(C)=C8)C%10=CC(F)=C(CC(CC)CCCC)S%10)=CC7=C9C%11=CC(F)=C(CC(CCCC)CC)S%11)S6,CCCCCCCCCCCC(C(S1)=C2C(N3CC(CCCC)CC)=C1C4=C3C(N(C5=C6SC7=C5SC(/C=C8/C(C9=C(C=C(C(F)=C9)F)C8=O)=C(C#N)/C#N)=C7CCCCCCCCCCC)CC(CCCC)CC)=C6C%10=NSN=C4%10)=C(S2)/C=C%11/C(C%12=C(C=C(C(F)=C%12)F)C%11=O)=C(C#N)/C#N,CCCCCCC(Cc1cc(sc1c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)c1sc2c(c1)c1nsnc1c1c2sc(c1)c1cc(c(s1)C)CC(CCCCCC)CCCC)CCCC,CCCCCCCCCCCc1c2sc3c4c(nsn5)c5c6c7sc8c(CCCCCCCCCCC)c(/C=C9/C(c%10cc(F)c(F)cc%10C9=O)=C(C#N)/C#N)sc8c7n(CC(CC)CCCC)c6c4n(CC(CC)CCCC)c3c2sc1/C=C%11/C(c%12cc(F)c(F)cc%12C%11=O)=C(C#N)/C#N,18.22
PBDB-T-SF,IT-4F,CC1=CC2=C(C3=CC(F)=C(SCC(CC)CCCC)S3)C(SC(C4=CC=C(C5=C6C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C(C)S8)S5)S4)=C9)=C9C(C%10=CC(F)=C(SCC(CC)CCCC)S%10)=C2S1,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC%11=C9SC(/C=C%12/C(C(C=C(F)C(F)=C%13)=C%13C%12=O)=C(C#N)\C#N)=C%11)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,CCCCC(CSc1sc(cc1F)c1c2sc(cc2c(c2c1cc(s2)C)c1sc(c(c1)F)SCC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,13.1
PTQ10,IDTCN,CC1=C(F)C(F)=C(C2=CC=C(C)S2)C3=C1N=C(OCC(CCCCCCCC)CCCCCC)C=N3,O=C(C1=CSC=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C=C8C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C8SC(/C=C%12C(C%13=CSC=C%13C\%12=C(C#N)\C#N)=O)=C%11)=C5,CCCCCCCCC(COc1cnc2c(n1)c(C)c(c(c2c1ccc(s1)C)F)F)CCCCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)csc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)csc2,7.4
PTQ10,IDTPC,CC1=C(F)C(F)=C(C2=CC=C(C)S2)C3=C1N=C(OCC(CCCCCCCC)CCCCCC)C=N3,O=C(C1=CSC=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)=C5,CCCCCCCCC(COc1cnc2c(n1)c(C)c(c(c2c1ccc(s1)C)F)F)CCCCCC,CCCCCCC1(CCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)csc2)(CCCCCC)CCCCCC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)csc2,12.2
J51,ITIC,CC(S1)=CC=C1C(C2=NN(CCCCCCCC)N=C23)=C(F)C(F)=C3C(S4)=CC=C4C(S5)=CC6=C5C(C7=CC=C(CC(CCCCCCCC)CCCCCC)S7)=C(C=C(C)S8)C8=C6C9=CC=C(CC(CCCCCCCC)CCCCCC)S9,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCCCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCCCCCC)CCCCCC)c1ccc(s1)c1c(F)c(F)c(c2c1nn(n2)CCCCCCCC)c1ccc(s1)C)CCCCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,7.03
J50,ITIC,CC(S1)=CC=C1C(C2=NN(CCCCCCCC)N=C23)=CC=C3C(S4)=CC=C4C(S5)=CC6=C5C(C7=CC=C(CC(CCCCCCCC)CCCCCC)S7)=C(C=C(C)S8)C8=C6C9=CC=C(CC(CCCCCC)CCCCCCCC)S9,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCCCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCCCCCC)CCCCCC)c1ccc(s1)c1ccc(c2c1nn(n2)CCCCCCCC)c1ccc(s1)C)CCCCCC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,4.8
PTB7-Th,DICTF,O=C(C1=C(C2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)F)OCC(CCCC)CC,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC=C(S3)C4=CC5=C(C=C4)C6=C(C=C(C7=CC=C(/C=C8/C(C(C=CC=C9)=C9C8=O)=C(C#N)/C#N)S7)C=C6)C5(CCCCCCCC)CCCCCCCC,CCCCC(COC(=O)c1sc2c(c1F)c(sc2c1sc2c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c2c2ccc(s2)CC(CCCC)CC)cc(s1)C)C)CC,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)c1ccc(s1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,6.54
PBDB-T,DICTF,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC=C(S3)C4=CC5=C(C=C4)C6=C(C=C(C7=CC=C(/C=C8/C(C(C=CC=C9)=C9C8=O)=C(C#N)/C#N)S7)C=C6)C5(CCCCCCCC)CCCCCCCC,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)c1ccc(s1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,5.65
PBDB-T,FDICTF,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(S3)C(C4=C5)=CC6=C5C(C=C(C(CCCCCCCC)(CCCCCCCC)C7=C8SC(/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)=C7)C8=C%11)=C%11C6(CCCCCCCC)CCCCCCCC)=C(C#N)/C#N,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCCCC1(CCCCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc1c3sc(cc3C(c1c2)(CCCCCCCC)CCCCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(CCCCCCCC)CCCCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,9.81
PBDB-T,NFBDT,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C1C2=C(C=CC=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C5C=C(C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC(/C=C%13\C(C(C=CC=C%14)=C%14C%13=O)=C(C#N)\C#N)=C%11)=C%12S%15)C%15=C8)=C(C#N)/C#N,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1c1cc3sc4c(c3cc1s2)C(c1c4sc(c1)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,8.99
PBDB-T,FDNCTF,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C1C2=C(C=C(C=CC=C3)C3=C2)C(/C1=C\C(S4)=CC5=C4C6=CC7=C(C=C6C5(CCCCCCCC)CCCCCCCC)C8=C(C=C(C(SC(/C=C9C(C(C=C(C=CC=C%10)C%10=C%11)=C%11C/9=C(C#N)\C#N)=O)=C%12)=C%12C%13(CCCCCCCC)CCCCCCCC)C%13=C8)C7(CCCCCCCC)CCCCCCCC)=C(C#N)/C#N,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCCCC1(CCCCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc1c3sc(cc3C(c1c2)(CCCCCCCC)CCCCCCCC)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cc1c(c2)cccc1)(CCCCCCCC)CCCCCCCC)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cc1c(c2)cccc1,11.2
PTB7-Th,IDT-N,O=C(C1=C(C2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)F)OCC(CCCC)CC,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)/C#N)C3=C/C4=CC5=C(S4)C6=CC7=C(C(SC(/C=C8C(C(C=C(C=CC=C9)C9=C%10)=C%10C\8=C(C#N)\C#N)=O)=C%11)=C%11C7(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15,CCCCC(COC(=O)c1sc2c(c1F)c(sc2c1sc2c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c2c2ccc(s2)CC(CCCC)CC)cc(s1)C)C)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc1c(c2)cccc1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc1c(c2)cccc1,5.5
PBDB-T,IDT-N,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)/C#N)C3=C/C4=CC5=C(S4)C6=CC7=C(C(SC(/C=C8C(C(C=C(C=CC=C9)C9=C%10)=C%10C\8=C(C#N)\C#N)=O)=C%11)=C%11C7(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc1c(c2)cccc1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc1c(c2)cccc1,6.9
PBDB-T,IDT-T-N,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)/C#N)C3=C/C(S4)=CC(CC(CCCC)CC)=C4C5=CC6=C(S5)C7=CC8=C(C(SC(C9=C(CC(CCCC)CC)C=C(/C=C%10C(C(C=C(C=CC=C%11)C%11=C%12)=C%12C\%10=C(C#N)\C#N)=O)S9)=C%13)=C%13C8(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1sc(cc1CC(CCCC)CC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc1c(c2)cccc1)c1sc(cc1CC(CCCC)CC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc1c(c2)cccc1,5.4
PTB7-Th,IDIC,O=C(C1=C(C2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)F)OCC(CCCC)CC,O=C1C2=CC=CC=C2C(/C1=C/C3=CC(C4(CCCCCC)CCCCCC)=C(S3)C5=C4C=C(C(SC(/C=C6/C(C7=CC=CC=C7C6=O)=C(C#N)\C#N)=C8)=C8C9(CCCCCC)CCCCCC)C9=C5)=C(C#N)/C#N,CCCCC(COC(=O)c1sc2c(c1F)c(sc2c1sc2c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c2c2ccc(s2)CC(CCCC)CC)cc(s1)C)C)CC,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(CCCCCC)CCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,5.24
PDCBT,IDIC,CC1=CC=C(S1)C2=C(C=C(S2)C3=CC(C(OCC(CCCCCC)CCCC)=O)=C(S3)C4=CC=C(S4)C)C(OCC(CCCC)CCCCCC)=O,O=C1C2=CC=CC=C2C(/C1=C/C3=CC(C4(CCCCCC)CCCCCC)=C(S3)C5=C4C=C(C(SC(/C=C6/C(C7=CC=CC=C7C6=O)=C(C#N)\C#N)=C8)=C8C9(CCCCCC)CCCCCC)C9=C5)=C(C#N)/C#N,CCCCCCC(COC(=O)c1cc(sc1c1ccc(s1)C)c1cc(c(s1)c1ccc(s1)C)C(=O)OCC(CCCCCC)CCCC)CCCC,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(CCCCCC)CCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,6.28
