idx,smiles
174,O=C(N1C(CCCCC)CCCCC)C2=C3C4=C(C=C2)C5=CC=C6C7=C(C(N(C(CCCCC)CCCCC)C6=O)=O)C=C(C#CC8=CC(C#CC9=CC(C(N%10C(CCCCC)CCCCC)=O)=C%11C(C%12=CC=C%11C%10=O)=C9C%13=CC=C%14C%15=C(C(N(C(CCCCC)CCCCC)C%14=O)=O)C=CC%12=C%13%15)=C%16C=CC%17=C(C#CC%18=CC(C(N%19C(CCCCC)CCCCC)=O)=C%20C%21=C%18C%22=CC=C%23C%24=C(C(N(C(CCCCC)CCCCC)C%23=O)=O)C=CC(C%21=CC=C%20C%19=O)=C%22%24)C=C(C#CC%25=CC(C(N%26C(CCCCC)CCCCC)=O)=C%27C%28=C%25C%29=CC=C%30C%31=C(C(N(C(CCCCC)CCCCC)C%30=O)=O)C=CC(C%28=CC=C%27C%26=O)=C%29%31)C%32=C%17C%16=C8C=C%32)C(C4=CC=C3C1=O)=C57
175,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(C(C6=CC=C(OCCCCCCCC)C=C6)4C7=CC=CC(OCCCCCCCC)=C7)C=C8C(N(CCCCCCCC)C9=C8C=C%10C(C(SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C%13)=C%13C%10(C%14=CC=C(OCCCCCCCC)C=C%14)C%15=CC=C(OCCCCCCCC)C=C%15)=C9)=C5
176,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC3=C4C(C(C=C5C(N(C(CCCCCC)CCCCCC)C6=O)=O)=C7C8=C5C6=CC9=C(C(C=C%10C(N(C(CCCCCC)CCCCCC)C%11=O)=O)=C%12C%13=C%10C%11=CC=C%13C%14=CC=C(C(N(C(CCCCCC)CCCCCC)C%15=O)=O)C%16=C%15C=C%17C%12=C%14%16)C%17=C%18C(C%19=C7C4=CC%20=C%19C(C(N(C(CCCCCC)CCCCCC)C%20=O)=O)=C%18)=C98)=C%21C=C%22C%23=C%24C%21=C3C(C2=C1C=C%25)=C%25C%24=CC=C%23C(N(C(CCCCCC)CCCCCC)C%22=O)=O
177,O=C1C(C=CC=C2)=C2C(/C1=C/C(S3)=CC4=C3C5=C(C(C6=CC=C(CCCCCC)C=C6)4C7=CC=C(CCCCCC)C=C7)C8=C(C=C(C(C(C9=CC=C(CCCCCC)C=C9)%10C%11=CC=C(CCCCCC)C=C%11)=C([Se]%12)C%13=C%10C=C(/C=C%14/C(C%15=C(C=CC=C%15)C%14=O)=C(C#N)\C#N)S%13)C%12=C8)[Se]5)=C(C#N)/C#N
178,O=C(N(CC(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4N5CCCCCC)=C4C6=C5C=C(C(N7CC(CC)CC)=O)C8=C6C3=C(C#CC#CC9=CC%10=C%11C%12=C9C%13=CC=C(C(N%14CC(CC)CC)=O)C%15=C%13C(C%12=C%16C=C%11C(N(CC(CC)CC)C%10=O)=O)=C(N%16CCCCCC)C=C%15C%14=O)C=C8C7=O
179,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7C=C(N8CC(CCCCCC)CCCCCCCC)C(C(C8=C9)=CC%10=C9C(SC(/C=C%11/C(C%12=C(C%11=O)C=CC=C%12)=C(C#N)\C#N)=C%13)=C%13C%10(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C6)=C7S3
180,O=C(C(SC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C(C=C7)=CC=C7CCCCCC)(C(C=C8)=CC=C8CCCCCC)C9=C%10SC%11=C9SC(/C=C%12C(C(SC=C%13)=C%13C\%12=C(C#N)\C#N)=O)=C%11)=C%10C=C6C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(C=C%15)CCCCCC
181,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7CCCCCC)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15CCCCCC)=C%15S%12
182,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C3C4=C(C5=C6C=C(C(N(C(CCCCCC)CCCCCC)C7=O)=O)C8=C7C=CC3=C58)C(C9=C6OC(C%10=CC%11=C(C=C%10)C%12=CC=C(C(O%13)=CC%14=C%13C%15=C%16C%17=C(C%18=CC=C(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)C%20=C%19C=C%14C%16=C%18%20)C=CC%21=C%17C(C(N(C(CCCCCC)CCCCCC)C%21=O)=O)=C%15)C=C%12C%11(CCCCCCCC)CCCCCCCC)=C9)=CC1=C42
183,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=C2C6=C(C7=C8C(C9(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)=C(C=C7C=C6)C%12=C9C=C(/C=C%13/C(C%14=C(C%13=O)C=C(F)C(F)=C%14)=C(C#N)/C#N)S%12)C(C=C8)=C5)SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)/C#N)=C4
184,O=C(N(C1=CC=C(C(C=CC=C2)=C2C3(CCCC)CCCC)C3=C1)C4=O)C5=CC=CC6=C5C4=CC=C6C#CC7=CC=C(C8=CC=C(C9=CC=C(C#CC%10=CC=C%11C%12=C%10C=CC=C%12C(N(C%13=CC=C(C(C=CC=C%14)=C%14C%15(CCCC)CCCC)C%15=C%13)C%11=O)=O)S9)C%16=NSN=C8%16)S7
185,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C=C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C(C%10=C%13)=CC%14=C%13C(C%15=CC=C(CCCCCC)C=C%15)(C%16=CC=C(CCCCCC)C=C%16)C%17=C%14SC(/C=C%18C(C(C=CC=C%19)=C%19C\%18=C(C#N)\C#N)=O)=C%17)C8=C%20)=C%20C4(C%21=CC=C(CCCCCC)C=C%21)C%22=CC=C(CCCCCC)C=C%22
186,CCCCCCCCC(CCCCCCCC)N1C2=C(C=CC(C3=CC=C(/C=C(C#N)\C#N)C4=NSN=C34)=C2)C5=C1C=C(C6=CC=C(/C=C(C#N)\C#N)C7=NSN=C67)C=C5
187,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C(C4=C3SC5=C4SC(/C=C6C(C(SC(Cl)=C7)=C7C\6=C(C#N)\C#N)=O)=C5)(CCCCCCCC)CCCCCCCC)C=C2C8=C1C(SC(/C=C9C(C%10=C(SC(Cl)=C%10)C\9=C(C#N)/C#N)=O)=C%11)=C%11S8
188,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C(S5)=C4C6=C5C7=CC(C(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C%11SC%12=C%10SC%13=C%12SC(/C=C%14/C(C(C=C(F)C(F)=C%15)=C%15C%14=O)=C(C#N)\C#N)=C%13)=C%11C=C7C6(C%16=CC(CCCCCC)=CC=C%16)C%17=CC=C(CCCCCC)C=C%17)=C(C#N)\C#N
189,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CC)CCCC)CC(CC)CCCC)=C(S3)C5=C4C=C(S5)C6=C(F)C=C(C(S7)=CC8=C7C(SC(/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CC(CC)CCCC)CC(CC)CCCC)C(F)=C6
190,O=C(/C(S1)=C/C2=CC=C(C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(C=C3)C(C4=C5)=CC=C5C6=CC=C(/C=C7SC(N(CC)C\7=O)=S)S6)S2)N(CC)C1=S
191,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(SCC(CC)CCCC)C=C(/C=C5/C(C(C=C6F)=C(C5=O)C=C6F)=C(C#N)/C#N)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C=C(/C=C%12C(C(C=C(C(F)=C%13)F)=C%13C\%12=C(C#N)\C#N)=O)S%11)SCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
192,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=C(C=CC6=C5C=CC7=C6C(SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C%10)=C%10C7(CC(CC)CCCC)CC(CC)CCCC)C4(CC(CC)CCCC)CC(CC)CCCC
193,O=C1C2=C(C(/C1=C/C3=CC(SC(C4=C5C(S6)=C(S4)C7=C6C(SC8=C9SC(/C=C%10/C(C%11=C(C%10=O)C=C(F)C(F)=C%11)=C(C#N)\C#N)=C8)=C9C(C(C=C%12)=CC=C%12CCCCCC)7C(C=C%13)=CC=C%13CCCCCC)=C%14C5(C(C=C%15)=CC=C%15CCCCCC)C(C=C%16)=CC=C%16CCCCCC)=C%14S3)=C(C#N)\C#N)C=C(F)C(F)=C2
194,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(OC)C(OC)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
195,CCCCC(CC)CC(C1=C2C=CC=C1)C3=C2C=CC(C4=CC=C(/C=C(C#N)/C#N)C5=NSN=C45)=C3
196,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(CCCCCCCC)C8=C(C(OCCCCCCCC)=C57)SC(C9=C%10C=C(/C=C%11/C(C(C=C(Cl)C(Cl)=C%12)=C%12C%11=O)=C(C#N)/C#N)S9)=C8C%10(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C6S3)=C(C#N)\C#N
197,O=C(C1=C(N(CCCCCCCCCC)C(C1C2C3=CC=C(S3)C(/C(C4=CC=C(C=C4)N5C(C=CC=C6)=C6C7=C5C=CC=C7)=C(C#N)/C#N)=C(C#N)\C#N)=O)C8=CC=CS8)N2CCCCCCCCCC
198,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(/C=C4C(C(C=C(F)C(F)=C5)=C5C\4=C(C#N)/C#N)=O)=C2)(C6=C3SC7=C6C(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C(C7=C%10)=CC%11=C%10C(C%12=C%11SC%13=C%12C(C%14=C%13SC(/C=C%15C(C(C=C(F)C(F)=C%16)=C%16C\%15=C(C#N)\C#N)=O)=C%14)(C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18)(C%19=CC=C(CCCCCC)C=C%19)C%20=CC=C(CCCCCC)C=C%20)C%21=CC=C(CCCCCC)C=C%21
199,CCCCC(CC)CC(C1=C2SC(C3=C(CCC(CC)CCCC)C=C(/C=C4/C(C(C=C5F)=C(C4=O)C=C5F)=C(C#N)/C#N)S3)=C1)(C6=C2SC(C7=C(CCC(CC)CCCC)C=C(/C=C8/C(C(C=C9F)=C(C8=O)C=C9F)=C(C#N)/C#N)S7)=C6)CC(CC)CCCC
200,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(SC(C4=C5C6=CC=C(CC(CC)CCCC)S6)=C(C7=CC=C(CC(CCCC)CC)S7)C8=C5SC9=C8C(C%10=C9SC(/C=C%11/C(C%12=CSC(C)=C%12C%11=O)=C(C#N)/C#N)=C%10)(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C2C=C(/C=C%16C(C%17=C(C)SC=C%17C\%16=C(C#N)/C#N)=O)S%15
201,CCCCCCC(C=C1)=CC=C1C(C2=CC=C(CCCCCC)C=C2)(O3)C4=CC(C5=C6C=C(/C=C7C(C(C=CC=C8)=C8C\7=C(C#N)\C#N)=O)S5)=C(C(C9=CC=C(CCCCCC)C=C9)(O6)C%10=CC=C(CCCCCC)C=C%10)C=C4C%11=C3C=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11
202,O=C(N(C(CC)CC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC=C6C7=C5C4=CC=C7C(N(C(CC)CC)C6=O)=O
203,O=C(C1=C(C2=CC=C(C3=CC4=C(C=C3)C5=C(C=C(C(S6)=CC=C6C(N7CC(CC)CCCC)=C(C(C7=O)=C8C9=CC=CS9)C(N8CC(CC)CCCC)=O)C=C5)C4%10C(C=C(C(S%11)=CC=C%11C(N%12CC(CC)CCCC)=C(C(C%12=O)=C%13C%14=CC=CS%14)C(N%13CC(CC)CCCC)=O)C=C%15)=C%15C%16=C%10C=C(C(S%17)=CC=C%17C(N%18CC(CC)CCCC)=C(C(C%18=O)=C%19C%20=CC=CS%20)C(N%19CC(CC)CCCC)=O)C=C%16)S2)N%21CC(CC)CCCC)N(CC(CC)CCCC)C(C%22=CC=CS%22)=C1C%21=O
204,CCCCCCCCCCC1(CCCCCCCCCC)C2=CC(C3=CC=C(/C=C4SC(SCCCCCC)=C(SCCCCCC)S\4)C5=NSN=C35)=CC=C2C6=C1C=C(C7=CC=C(/C=C8SC(SCCCCCC)=C(SCCCCCC)S\8)C9=NSN=C79)C=C6
205,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(/C4=C(C6=CC(OCC(CC)CCCC)=CC=C6)/C7=CC=CC(OCC(CC)CCCC)=C7)C=C8C(/C(C9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)=C(C%12=CC=CC(OCC(CC)CCCC)=C%12)\C%13=CC(OCC(CC)CCCC)=CC=C%13)=C5
206,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(SC(C4=C5C6=CC=C(CC(CC)CCCC)S6)=C(C7=CC=C(CC(CCCC)CC)S7)C8=C5SC9=C8C(C%10=C9SC(/C=C%11/C(C(C=C%12F)=C(C%11=O)C=C%12F)=C(C#N)/C#N)=C%10)(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C2C=C(/C=C%16C(C(C=C(F)C(F)=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15
207,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)\C#N)C3=C/C4=CC(C5(C6=CC=C(OCC(CC)CCCC)C=C6)C7=CC=C(OCC(CC)CCCC)C=C7)=C(C8=C5C9=CC(C=CC%10=C%11C(C%12=CC=C(OCC(CC)CCCC)C=C%12)(C%13=CC=C(OCC(CC)CCCC)C=C%13)C%14=C%10SC(/C=C%15C(C(C=C(C=CC=C%16)C%16=C%17)=C%17C\%15=C(C#N)\C#N)=O)=C%14)=C%11C=C9C=C8)S4
208,O=C1C2=C(SC3=C2SC=C3)C(/C1=C/C(S4)=CC5=C4C(SC(C=C67)=C8C=C7SC9=C6C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC(/C=C%13/C(C(SC%14=C%15SC=C%14)=C%15C%13=O)=C(C#N)/C#N)=C%12)=C8C5(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C(C#N)\C#N
209,O=C1C2=C(C(/C1=C/C(S3)=CC(CC(CC)CCCC)=C3C4=CC(C(C(C=C5)=CC=C5CCCCCC)(C6=C7)C(C=C8)=CC=C8CCCCCC)=C(C6=CC9=C7C(SC(C%10=C(C=C(/C=C%11C(C(C=C(Cl)C(Cl)=C%12)=C%12C\%11=C(C#N)\C#N)=O)S%10)CC(CCCC)CC)=C%13)=C%13C(C(C=C%14)=CC=C%14CCCCCC)9C(C=C%15)=CC=C%15CCCCCC)S4)=C(C#N)\C#N)C=C(Cl)C(Cl)=C2
210,O=C1C(C(C(N2CC(CCCC)CC)=O)=C(C3=CC=C(C4=CC=CC=C4)S3)N1CC(CCCC)CC)=C2C5=CC=C(C6=CC(C7=CC=C(C(N(CC(CCCC)CC)C8=O)=C9C8=C(C%10=CC=C(C%11=CC=CC=C%11)S%10)N(CC(CCCC)CC)C9=O)S7)=CC(C%12=CC(C%13=CC=C(C%14=C%15C(C(N%14CC(CCCC)CC)=O)=C(C%16=CC=C(C%17=CC=CC=C%17)S%16)N(CC(CCCC)CC)C%15=O)S%13)=CC(C%18=CC=C(C(N(CC(CCCC)CC)C%19=O)=C%20C%19=C(C%21=CC=C(C%22=CC=CC=C%22)S%21)N(CC(CCCC)CC)C%20=O)S%18)=C%12)=C6)S5
211,O=C1C2=C(C(/C1=C/C(S3)=CC4=C3C5=C(C4(CC(CC)CCCC)CC(CC)CCCC)C=C(C(C(F)=C6)=CC(F)=C6C(S7)=CC8=C7C(SC(/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CC(CC)CCCC)CC(CC)CCCC)S5)=C(C#N)/C#N)C=CC=C2
212,CCCCCCCCC1(CCCCCCCC)C2=C(C=CC(C3=CC=C(/C=C(C#N)\C#N)C4=NSN=C34)=C2)C5=C1C=C(C6=CC=C(/C=C(C#N)\C#N)C7=NSN=C67)C=C5
214,O=C(N(CC(CCCC)CCCCCC)C1=O)C2=CC=C3C4=C2C1=CC=C4C5=NC6=C(C=C(N=C7C(C8=CC=C9C%10=C8C7=CC=C%10C(N(CC(CCCC)CCCCCC)C9=O)=O)=C%11C%12=CC=CC=C%12)C%11=C6)C(C%13=CC=CC=C%13)=C53
215,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(C4=CC=C(CCCCCC)C=C4)C(SC5=C6N(CC(CC)CCCC)C7=C5C8=NSN=C8C9=C7N(CC(CC)CCCC)C%10=C9SC%11=C%10SC(/C=C%12/C(C%13=C(C%12=O)C=C(F)C(F)=C%13)=C(C#N)\C#N)=C%11C%14=CC=C(CCCCCC)C=C%14)=C6S3
216,O=C1C2=C(C(/C1=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=CC(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C=C8S5)=C(C#N)/C#N)C=CC=C2
217,O=C(N(CCCCCCCC)C1=O)C2=C(CCCCCC)C=C(C3=C4C=C(CCCCCC)C1C32)C5=CC(CCCCCC)=C6C7=C5C4=CC(CCCCCC)=C7C(N(CCCCCCCC)C6=O)=O
218,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC(C3=CC4=C5C6=C3C7=CC=C(C(N8C(CCCCC)CCCCC)=O)C9=C7C(C6=C(C%10=CC%11=C%12C(C%13=C%14C=C%12C(N(C(CCCCC)CCCCC)C%11=O)=O)=C%10C%15=CC=C(C(N%16C(CCCCC)CCCCC)=O)C%17=C%15C%13=C(S%14)C=C%17C%16=O)C=C5C(N(C(CCCCC)CCCCC)C4=O)=O)=CC=C9C8=O)=C%18C(C2=C1C=C%19S%20)=C%19C%21=C%20C=C(C(N%22C(CCCCC)CCCCC)=O)C%23=C%21C%18=CC=C%23C%22=O
219,O=C(N(CCCCCCCC)C1=O)C2=C(CCC3=CC=CC=C3)C=C(C4=C5C=C(CCC6=CC=CC=C6)C1C42)C7=CC(CCC8=CC=CC=C8)=C9C%10=C7C5=CC(CCC%11=CC=CC=C%11)=C%10C(N(CCCCCCCC)C9=O)=O
220,O=C(C(C(C=CC=C1)=C1S2)=C2C/3=C(C#N)/C#N)C3=C/C(S4)=CC5=C4C6=C(C(C7=CC=C(CCCCCCCC)C=C7)5C8=CC=CC(CCCCCCCC)=C8)C=C9C(N(C(CCCCCCCC)CCCCCCCC)C%10=C9C=C%11C(C(SC(/C=C%12C(C%13=C(SC%14=C%13C=CC=C%14)C\%12=C(C#N)\C#N)=O)=C%15)=C%15C%11(C%16=CC=C(CCCCCCCC)C=C%16)C%17=CC=C(CCCCCCCC)C=C%17)=C%10)=C6
221,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=CC(C(C6=C7SC8=C6SC(/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)=C8)(C%11=CC=C(CCCCCC)S%11)C%12=CC=C(CCCCCC)S%12)=C7C=C5C(C%13=CC=C(CCCCCC)S%13)4C%14=CC=C(CCCCCC)S%14
222,O=C(N(CC)/C1=C(C#N)/C#N)/C(S1)=C/C(C2=NN(CCCCCCCC)N=C23)=CC=C3C4=CC5=C(C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C(C9=C(C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C(C%13=CC=C(/C=C(S/%14)\C(N(CC)C%14=C(C#N)\C#N)=O)C%15=NN(CCCCCCCC)N=C%15%13)S9)C%10=C6)S4
223,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(Cl)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
224,CCCCCCCCN(C1=O)C(C2=CC=C(C3=C(C4=CC=C(C5=O)C6C4=C7C8=CC6C(N5C(CC)CC)=O)C(C7=C(N8CCCCCC)C=C9C(N(C(CC)CC)C%10=O)=O)=C9C%10=C3)S2)=C%11C1=C(C%12=CC=C(C%13=C(C%14=C%15C%16=CC%17C%14C(C(N(C(CC)CC)C%17=O)=O)=C%13)C%18=CC=C%19C%20=C%18C%15=C(N%16CCCCCC)C=C%20C(N(C(CC)CC)C%19=O)=O)S%12)N(CCCCCCCC)C%11=O
225,CCCCCCC(C=C1)=CC=C1C2(C3=CC(C4=C(O5)C=C(/C=C6C(C(C=C(F)C(F)=C7)=C7C\6=C(C#N)\C#N)=O)S4)=C(C5(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)C=C3C%10=C(O2)C=C(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)/C#N)=O)S%10)C%13=CC=C(CCCCCC)C=C%13
226,O=C(N(C(CCCCCCCCCCCC)CCCCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC=C(C(C7=CC=C(C8=C(C9=CC=C(C%10=O)C%11C9=C%12C=CC%11C(N%10C(CCCCCCCC)CCCCCCCCCCCC)=O)C(C%12=CC=C%13C(N(C(CCCCCCCC)CCCCCCCCCCCC)C%14=O)=O)=C%13C%14=C8)C=C7)(C%15=CC=C(C%16=C(C%17=C%18C=CC%19C%17C(C(N(C(CCCCCCCC)CCCCCCCCCCCC)C%19=O)=O)=C%16)C%20=CC=C%21C%22=C%20C%18=CC=C%22C(N(C(CCCCCCCCCCCC)CCCCCCCC)C%21=O)=O)C=C%15)C%23=CC=C(C%24=C(C%25=C%26C=CC%27C%25C(C(N(C(CCCCCCCC)CCCCCCCCCCCC)C%27=O)=O)=C%24)C%28=CC=C%29C%30=C%28C%26=CC=C%30C(N(C(CCCCCCCCCCCC)CCCCCCCC)C%29=O)=O)C=C%23)C=C6)C=C%31C%32=C5C4=CC=C%32C(N(C(CCCCCCCC)CCCCCCCCCCCC)C%31=O)=O
227,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C(C4=C3SC5=C4SC(/C=C6C(C(SC(Cl)=C7)=C7C\6=C(C#N)\C#N)=O)=C5)(CCCCCCCC)CCCCCCCC)C=C2C8=C1C(SC(/C=C9C(C(SC(Cl)=C%10)=C%10C\9=C(C#N)/C#N)=O)=C%11)=C%11S8
228,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C4=C(SC(/C=C5C(C(C=CC=C6)=C6C\5=C(C#N)\C#N)=O)=C4)C7=C2C8=C(S7)C=C9C(SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%13)=C8)C=C1
229,CCCCCCC1=CC=C(C2(C3=C(SC(C4=C(SCC(CCCC)CC)C=C(/C=C5/C(C6=C(C5=O)C=C(F)C(F)=C6)=C(C#N)/C#N)S4)=C3)C7=C2C=C8C(SC(C9=C(SCC(CC)CCCC)C=C(/C=C%10/C(C%11=C(C%10=O)C=C(F)C(F)=C%11)=C(C#N)/C#N)S9)=C%12)=C%12C(C(C=C%13)=CC=C%13CCCCCC)(C8=C7)C(C=C%14)=CC=C%14CCCCCC)C(C=C%15)=CC=C%15CCCCCC)C=C1
230,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(OCC(CC)CCCC)C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C(OCC(CC)CCCCC)=C8S7
231,O=C(N(CC(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4N5CCCCCC)=C4C6=C5C=C(C(N7CC(CC)CC)=O)C8=C6C3=C(C9=CC%10=C%11C%12=C9C%13=CC=C(C(N%14CC(CC)CC)=O)C%15=C%13C(C%12=C%16C=C%11C(N(CC(CC)CC)C%10=O)=O)=C(N%16CCCCCC)C=C%15C%14=O)C=C8C7=O
232,O=C(N(C(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4)=C4C5=CC=C(C(N6C(CC)CC)=O)C7=C5C3=CC(C(C=C8C(N(C(CCCCCCC)CCCCCCC)C9=O)=O)=C%10C%11=C8C9=CC=C%11C%12=C(C%13=CC%14=C%15C(C%16=CC=C%17C%18=C%16C%14=CC=C%18C(N(C(CC)CC)C%17=O)=O)=CC=C(C%19=O)C%15=C%13C(N%19C(CC)CC)=O)C=C(C(N(C(CCCCCCC)CCCCCCC)C%20=O)=O)C%21=C%20C=CC%10=C%12%21)=C7C6=O
